id,text
203963,Accessories and materials For CTP Machines (3) for Ministry of Education through DIRECT AID SOCIETY - YEMAN OFFICE
204018,"Cash Assistance to the needy family to 83,000 affected people through Kuwait Society for Relief"
204862,Emergency Livelihood Cash and Fishery Assistance to targeted highly vulnerable fishery-dependent in Brom Mayfa district of Hadhramaut governorate and Dubab district of Taiz governorate.
204886,Livelihood Support through Cash+ Agriculture Assistance Package in Radfan District in Lahj Governorate and Bayhan District in Shabwah Governorate
204934,Provision of cash + Agricultural Livelihood interventions to the most vulnerable households at Jabal Ash Sharq district of Dhamar Governorate
204943,Providing Cash and Agricultural support to highly vulnerable agricultural dependent and acutely food insecure families in Mawza district of Taizz governorate and Al-Qafr district of Ibb governorate
204963,"Food security assistance through cash plus, agriculture and fishery inputs in the most vulnerable districts of Al-Hodaydah, Al-Mahwait, Lahij and Taiz governorates in Yemen"
204967,"First line response,support and access to most vulnerable IDPs and host community through immediate provision of shelter NFIs/Cash for rent/and CCCM activities in Dhi-Sufal district,Ibb governorate and Almaafer ,Dhubab district,Taiz governorate"
204968,"First line response,support and access to most vulnerable IDPs and host community through immediate provision of shelter NFIs/Cash for rent/and CCCM activities in Dhi-Sufal district,Ibb governorate and Almaafer ,Dhubab district,Taiz governorate"
206325,Cash Working Group National Co- Coordinator
208286,"Provision of unconditional cash or food transfers to populations affected by conflict-related displacement, natural disasters, or production shocks so that populations can meet their basic food requirements during and after crises CPB ML01. And UNHAS"
213434,Scaling up Forecast based Financing/Early Warning Early Action (FbF/EWEA) and Shock Responsive Social Protection (SRSP)  with innovative use of climate risk information for disaster resilience in ASEAN (part of ECHO/-XA/BUD/2019/91029)
220252,"1. Orientación e información a población migrante y refugiada para accesso a servicios. 2. Atención psiscosocial.
3. Apoyo directos en CASH."
220982,"Multipurpose cash assistance, food and NFI distribution"
221733,"Coverage of basic needs for returnees, refugees, internally displaced persons and host communities through cash assistance2018: 40.741,98 €   2019: 2.853.713,99 €  (2019 portion)"
222024,Basic medical care and cash assistance in Iraq (2019 portion)
228346,"Fostering shock response capacities for social protection and economic integration, with a focus on the rights of the Venezuelan population and their host communities, in the disaster risk-prone areas."
239773,Voucher distribution against food and hygiene in the Coastal aerea in Tartous -Tarek Bin Ziad
239775,Voucher distribution against food and hygiene in the Coastal aerea in Tartous -Tarek Bin Ziad
284229,Scaling up Forecast based Financing/Early Warning Early Action (FbF/EWEA) and Shock Responsive Social Protection (SRSP)  with innovative use of climate risk information for disaster resilience in ASEAN
203034,"Improving access to health, nutrition, WASH, education, child protection and cash benefits for vulnerable children and their families in Somalia (program-based project funding)"
209156,Life-saving humanitarian assistance for refugees and vulnerable Jordanians in Jordan through community health and cash for health assistance
210175,"Global: Contribution 2020-2021 to UN Common Cash System (UNCSS) Field Support Team,  Multiyear 2020 -2021, total amount CHF 400,000 (7F-10520.01)"
210309,Emergency food assistance over cash assistance in Iraq
210833,"Cash Transfers for Food; Local, Regional, and International Procurement		
(USAID/FFP)"
211084,"Multisectoral humanitarian aid, including multipurpose cash transfer, for conflict victims in the DR Congo"
212519,"Worldwide: """"""""ICRC Secondment of a Cash Transfers
Programme Officer"""""""":Protection, Multi-year, 2020-2021, total amount CHF210,000 (Z7H514500007)"
213455,"Support Ecuadorian social protection system through improving the government’s capacity to respond to the immediate needs of most affected vulnerable population groups, in the context of the response to the COVID-19 emergency"
213526,"Measures under SO2 include technical support for the implementation of the National Aid Fund (NAF) as the core of the national security system and support for the school meal program. To implement the NAF, WFP will assist partners in the analysis, mapping, digitization and creation of a cash transfer platform. In addition, the Ministry of Education will continue to be supported in driving the pilot project """"""""Healthy kitchen model"""""""". Schoolchildren in the host communities as well as in camps benefit from the provision of healthy, locally produced meals. This approach is complemented by educational events on behavior change for parents and children. In schools outside the pilot region, WFP continues the distribution of fortified date bars."
215011,"Multisectoral humanitarian assistance via cash and in kind in the sectors of food security, water, sanitation and hygiene and humanitarian protection in the form of legal assistance for people in need in the states of Táchira, Zulia and Bolívar"
215418,"HH for Malian refugees, internally displaced persons and host communities in Tahoua, in the areas of CASH, WASH and food security and Covid-19 prevention activities. The 500.000 € Covid 19 Share is under the Project: AA-S09-321.50 NER 01/20 COV"
216427,"Improve social protection and resilience amongst targeted refugee and vulnerable Jordanian populations. Multi year 2020-2021-2022, total amount CHF 1,616,851 (7F-10006.02)"
216548,"South Sudan, WVI: Building Resilience through Asset Creation and Enhancement (Brace) II cash transfer assistance in Aweil North, Gogrial. West and Magwi Country. Multi year 2020-2021-2022 , total amount CHF 1,600,000 (7F-10528.01.01)"
218771,"Emergency food security and nutrition, WASH, and cash benefits to vulnerable populations affected by the humanitarian crisis in the Sahel"
221914,"The project aims to cushion the economic consequences of the COVID-19 pandemic through cash transfer programs, strengthen the social safety net and improve the food security of (pregnant) women and small children under 2 years in the provinces of Kassala and Red Sea."
222019,"Humanitarian assistance in food and nutrition (incl. cash), WASH, shelter and protection sectors for conflict affected IDPs in Kachin State, Myanmar"
224511,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)"
224959,Cash-based Emergency Food Assistance and SGBV Rumbek. Multi year 2020/2021/2022 (7F-10525.01)
225040,"Secondment: a Cash Expert to the Cash Learning Partnership (CaLP) , Multi-year, 2020-2021, total amount CHF 220,000 (Z7H514500019)"
225047,"Secondment of a Social Protection Officer (CBT)"""""""", Multi-year, 2020-2021, total amount CHF 220,000 (Z7H514500032)"
225632,"Project continuation of the Cash Monitoring, Evaluation, Accountability and Learning Organizational Network (CaMEALeON) in Lebanon"
231114,Multipurpose Cash Assistance to vulnerable Venezuelan and Colombian households
232590,Cash benefits and disaster preparedness to empower the most vulnerable communities in South sudan
234923,Early recovery grants and Home gardening and conditional cash grant for food.
242445,"Food E-voucher Assistance Venezuelan Migrants in La Guajira and Arauca, Colombia"
226609,"Senior Project Officer (Cash Based Interventions CBI) Secondment, Gaziantep Turkey. multi year 2020-2021. 2020 total amount CHF 183,333  (Z7H414400081)"
165463,Implementation of SDC/HA Operational Concept on Cash Transfer Programming (CTP) Portion of multiyear 2017-2020; total amount 600 000 CHF. (7F-07880.05)
180074,"WASH, food security through cash transfers and safeguards in the state of Bieh; 2018: 712.500,00 € 2019: 2.250.000,00 € 2020: 1.312.500,00 €, Multiyear 2018-2020, total award Euro 4,275,000"
183707,"Humanitarian assistance in the areas of WASH and cash for work and unconditional cash transfers for Malian refugees and host communities; 2018: 25.460,54 € 2019: 681.098,95 € 2020: 508.440,51 € (2020 portion)"
185808,"Provision of crop and vegetable seeds, tools, fishing kits, agriculture trainings, food processing, post harvest management, cash/voucher for assets (roads, dykes), construction of 1 school building, WASH (latrines, boreholes)."
191797,"Humanitarian assistance in the fields of nutritition (with Cash-measures), water and sanitation, and shelter for IDPs in Nordshan and Kachin/Myanmar (2020 portion)"
191947,"Emergency humanitarian assistance through the distribution of cash and the diversification of livelihoods for displaced persons, returnees and host communities in the Upper Nile region"
193034,"Hygiene, nutritional and winter assistance as cash as well as psychosocial support for conflict-affected needy along the line of contact, Eastern Ukraine. 2019: 962,089 €; 2020: 2,714,203 €; 2021: 1,257,996 € (2020 portion)"
193285,"Integrated community-based management of acute malnutrition, cash and WASH services in the Korahe zone of the Somali region. 2019: 900,000 €; 2020: 450,000 € (2020 portion)"
194717,"Securing the basic needs of vulnerable groups through cash assistance, primary care and psychosocial activities (2020 portion)"
194778,"Worldwide: Annual Contributions 2019-2020 to CaLP (Cash Learning Partnership): Protecion, access and security, Multi-year, 2019-2020, 2020 portion, total amount CHF 400,000 (7F-08835.04)"
194781,"Worldwide: Annual Contributions 2019-2020 to CashCap (Cash and Markets Standby Capacity Project): Protecion, access and security, Multi-year, 2019-2020,2020 portion, total amount CHF 300,000 (7F-10231.01)"
194828,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera"
194829,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and ManderaCorona share is recorded under AA- S09-321.50 SOM 06/19"
195704,"Integrated humanitarian aid - in tangible and cash - and disaster risk reduction for those affected by climate-related crises in the Awdal region, Covid-19 Share is recorded seperatly under S09-321.50 SOM 08/19-COV"
196316,"""""""""Cash Barometer"""""""", evaluating the perceptions of beneficiaries of humanitarian aid programs to improve the quality of humanitarian assistance (2020 portion)"
198837,"Comprehensive emergency response to conflict-affected populations in Eastern Ukraine	FSL, MPC, Shelter, WASH-NFIs, Protection"
198964,Strengthening the capacity of humanitarian actors to provide cash / vouchers in humanitarian assistance programs (2020 portion)
199889,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Shelter and Settlements,Agriculture and Food Security (USAID/OFDA)"
200611,"Secondment: """"""""Extension of ICRC Secondment of Cash Transfer Programme Officer"""""""" , Multiyear 2019-2020, 2020 portion, total amount CHF 120,000 (Z7H514500024)"
201336,"Coordinated Implementation of Multipurpose Cash assistance to support Somali Households affected by crisis,"
201562,"Secondment: a Cash Expert to the Cash Learning Partnership (CaLP) , Multi-year, 2019-2020, 2020 portion, total amount CHF 100,000 (Z7H514500019)"
201572,"Secondment:a Social Protection Officer (Cash-Based Transfer CBT) , Multi-year, 2019-2020, 2020 portion,  total amount CHF 175,000 (Z7H514500032)"
201723,"Life-saving protection measures (advice and cash transfers) for internally displaced persons, returnees and vulnerable members of host communities (2020 portion)"
201897,"Winter assistance through cash and in-kind benefits for returnees, internally displaced persons and particularly vulnerable households in host communities (2020 portion)"
202286,"Rehabilitation of water systems, cash assistance for renovation and protection measures for conflict-affected persons"
202643,"1,333 Conflict-affected persons receive legal support to obtain civil documentation and/or link with the Social Safety Nets (SSN) or other types of assistance"
202644,"1,333 Conflict-affected persons receive legal support to obtain civil documentation and/or link with the Social Safety Nets (SSN) or other types of assistance"
202853,"Cash for Families in Bubq, Earthquake November 2019 through SDC/HA/EAA . Multiyear; 2019-2020, 2019 portion, total amount CHF 140,000 (7F-10412.02)"
202996,"CVA, market support agriculture inputs,"
203035,"Improving access to health, nutrition, WASH, education, child protection and cash benefits for vulnerable children and their families in Somalia (program-based project funding), The Covid share is recorded separately AA-S09-321.50 SOM 01/20-COV"
203040,"Implementation of Grand Bargain Commitments in the field of Harmonization and Simplification of Donor Reporting Requirements as well as cash-based humanitarian assistance; 2017: 55.224,00 € 2018: 100.294,00 € 2019: 61.194,00 € (2020 portion)"
204068,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon (2020 portion) - Food security"
204070,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon (2020 portion) - Protection"
204103,"Provision of relief assistance to the affected populations in Northeast Syria. The objective of this intervention will be address the immediate needs of vulnerable households while improving live condition in and out the camp. The activities include multi-cash assistance to 500 vulnerable households , distribution of 500 tents , conducting maintenance and upgrade works in camp/informal settlements and emergency repair on 250 private shelter units damaged by the conflict."
205436,"Water, Sanitation and Hygiene, Nutrition, Multipurpose Cash Assistance, Protection, Shelter and Settlements (USAID/OFDA)"
205896,"Integrated assistance package for the most vulnerable people  in the refugee camps and host communities 2020 - Food and Nutrition,Livelihood( Creating asset base as well cash for work, Skill development)"
205939,"Integrated response, offering lifesaving support to these displaced Myanmar national providing health & medical service, Food & Non-Food Items, Shelter & Construction, Nutrition, Psycho-Social Support, Gender Based Violence and recently added to Cash Assistance Program to families, and particularly to the most vulnerable individuals including women, children, and the elderly"
206123,Appui à la prévention de la malnutrition des populations en insécurité alimentaire et nutritionnelle à travers l´approche cash plus et l’ancrage communautaire dans les régions du Gorgol et du Brakna (ECHO/-WF/BUD/2020/91001)
206148,"CCCM, Cash-Based Programming, Education, Health, Livelihoods, Mental Health, Protection, Relief Commodities, Shelter and Settlements, WASH (State/PRM) - Syria and TUrkey"
206402,Preserve resilience of Palestine refugees from Syria in Jordan through the provision of winterization assistance (20-UF-RWA-002). Cash assistance for essential needs
206482,"Strategic Outcoms (SO) 2: """"""""Vulnerable groups, including children, pregnant and  lactating women and malnourished......SO3: """"""""Food insecure women and men living in targeted areas of CAR have enhanced livelihoods to...SO 4: """"""""National and subnational institutions habe strengthened capacities to establisch an adequate social protection system and manage food security and nutrition policies and programmes by 2020"""""""" Multi year BMZ 2018 to  2020 (part of 2020 portion)"
207520,Cash support to orphans and needy people in Tajikistan
208458,Strengthening the resilience of the displaced people in A'zaz via multi-purpose voucher
208492,Emergency Life-saving for the newly IDPs in the north Aleppo governorates by providing Multi-Purpose Cash Grants (MPGs)
208502,Food and Cash Emergency Response for IDPs in Northwest Syria
208504,"Improving Food Security, Food Safety, and Living Standards of Vulnerable Populations in Northwest Syria through food voucher support"
209102,Social protection
209157,Life-saving humanitarian assistance for refugees and vulnerable Jordanians in Jordan through community health and cash for health assistance
209283,Social protection
209784,Cash Based Support for Increased Food Security of South Sudanese Refugees and host communities in East Darfur (part of ECHO/-AF/BUD/2019/91018)
209895,"Activities NOT COVERED by HRP	- WFP Allcoation 2020 - Cash Contributions: Food security, Emergency food assistance (7F-03297.59)"
209953,"Strengthening National Institutions and Programmes in Early Warning and Early Actions using innovating technologies and approaches, including floods modeling, enhanced rapid Post Disaster Assessment, contingency planning and social protection schemes in Mozambique (ECHO/-SF/BUD/2020/91013)"
210076,Secondment Scmt Cash Based Transfer Officer (Z7H214200054)
210088,"New money v4 against Bangladesh HRP
- New money v3
- New money v2
- Funding against Bangladesh HRP"
210176,"Global: Contribution 2020-2021 to UN Common Cash System (UNCSS) Field Support Team,  Multiyear 2020 -2021, 2020 portion, total amount CHF 200,000 (7F-10520.01)"
210194,"- New money against Bangladesh HRP v4
- New money against Bangladesh HRP v3
- New Money - OBGD20-SHL-162205-1 v2
- Private Donors Kuwait - OBGD20-SHL-162205-1"
210228,"Durable Solutions (State/PRM). 
Livelihoods/CfW (USD 8,993,212)
Infrastructure (USD 1,006,788)"
210729,Assistance aux victimes des inondations au Togo sur le financement de I’Emergency Cash Grant de OCHA
211002,"Strengthening the Resilience of Palestine Refugees from Syria in Jordan (Phase III). Cash assistance for essential needs: $1,357,023; Protection: $119,840; Capacity and Management Support: $52,537; To be allocated: $8,295,928"
211004,"Strengthening the Resilience of Palestine Refugees from Syria in Lebanon (Phase III) - Cash assistance for essential needs: $2,832,964; Education in Emergencies: $1,786,971; Emergency Health: $261,065; To be allocated: $24,594,983"
211085,"Multisectoral humanitarian aid, including multipurpose cash transfer, for conflict victims in the DR Congo (2020 portion)"
211105,Cash Consortium of Yemen (part of ECHO/YEM/BUD/2020/91004)
211191,Cash distribution to vulnerable people in light of the COVID-19 emergency
211203,"Protection through stronger links to developing national systems and services through development and government partners; Advocating for the anchoring of the refugee response in government systems, development plans and multiyear strategies – paying particular attention to the needs of children and women; Promoting social cohesion and peaceful co-existence between refugees and host communities through the implementation of targeted self-reliance and resilience programmes and respect for the natural environment; Fostering economic self-reliance and durable solutions for refugees and host communities by expanding the use of cash assistance in the short term, reducing dependency on humanitarian aid."
211212,"Establish fair and effective national asylum procedures; Supporting economic inclusion of refugees and improving their livelihood opportunities, while reducing their dependency on humanitarian aid; Reduce statelessness by continue raising refugees’ awareness of birth registration in health centres; assist refugees in acquiring their children’s birth certificates - Renew refugee ID cards and family composition certificates; and organize workshops to build Government staff’s capacity to issue biometric cards to refugees; Increasing cash-based interventions from 14% in 2019 to 20% in 2020."
211221,"Integrated emergency response composed of WASH (rehabilitation of 10 water sources, installation of water solar systems and water pumps, distribution of hygiene kits for 5560 HHs) and FSL (cash for work for 1900 HHs, unconditional cash distribution to 190 HHs, technical support and agricultural inputs to 400 farmers)"
211324,"The Cash Learning Partnership (CaLP) is a network based on learning, knowledge sharing, networking and coordination around the appropriate and timely use of cash transfer programming (CTP) in humanitarian response. As CaLP is not a legal body and is hosted by the Humanitarian Department of Oxfam House, the support to CaLP is included in the agreement between Oxfam GB and Sida."
211429,"The project will provide access to Education in Emergencies, specialized Child Protection services such as case management (including SGBV-related issues). Food Security and Nutrition-oriented activities will also be undertaken through, inter alia, food distribution and Cash for Work."
211433,"Adolescents in Emergencies-stödet uppgår till 1 MSEK för 2020 (beslutades 2018). Detta är ett policystärkande stöd som syftar till att stärka humanitär assistans till undomar (10-19 år). CASH capacity building-stödet uppgår till 1,5 MSEK (beslutades 2019). Det syftar till att stärka det humanitära samfundets kapacitet att svara upp mot ungdomars (10-19 år) behov genom kontantbaserat stöd. Alliance for Child Protection-stödet uppgår slutligen till till 1,5 MSEK (beslutades 2019). Stödet går till Plan inom ramen för organsiationens delordföranderoll i alliansen under 2020, samt för att främja användningen av de s.k. """"""""Minimum Standards for Child Protection in Humanitarian Action"""""""" inom det humanitära samfundet."
211440,"In Gaza, UNRWA will provide food assistance to one million Palestine refugees; create short-term employment opportunities for 21,000 vulnerable Palestine refugees; provide emergency health interventions for 4,500 Palestine refugees; support the learning environment of 282,000 UNRWA students; and deliver mental health and psychosocial support through UNRWA schools and health centres. In the West Bank, UNRWA will partner with WFP to deliver food parcels to 37,000 food-insecure individuals from Bedouin and herder communities and provide emergency cash assistance to 25,330 abject poor refugees inside and outside camps."
211441,"In Syria, UNRWA will provide in-kind food assistance to 135,000 Palestine refugees,emergency cash grants to 418,000 Palestine refugees, emergency NFIs to 30,000 Palestine refugees, microfinance loans to 11,500 Palestine refugees, provide health care to 438,000 Palestine refugees, primary education to 51,000 refugee children, repair and rehabilitate WASH systems in 10 refugee camps. In Lebanon, UNRWA will provide cash assistance to 27,700 Palestinian refugees from Syria, winterization assistance for 9,156 refugee families, improve access to livelihood and employment for 1,800 refugees, meet healthcare needs of 27,700 PRS and primary education to 4,812 PRS children. In Jordan, UNRWA will provide cash assistance to 16,500 PRS, winterization assistance for 4,400 PRS families, and primary education to 1,170 PRS and Syrian children."
211617,"Support to vulnerable populations affected by the armed conflict in Rakhine and Kayin states  through the provision of essential household items as in-kind assistance or cash where possible.  In addition, temporary shelters will be provided to support the response related to COVID-19, where temporary shelters will reduce overcrowding in displacement settings. As needed and where gaps arise, NRC will explore whether it is possible to install handwashing stations and distribute hygiene items to reduce the risk of transmission of COVID-19."
211618,"Cash for rent, increased access to safe water, health awareness."
211621,"The project will provide an integrated WASH and food security response to 2,040 families affected by avalanches and who were already at IPC level 4.  The project will enhance the food security situation through cash transfers and increase access to safe drinking water and sanitation through rehabilitation of water sources and construction of latrines equiped with hand-washing stations and lighting."
211644,Distribution of hygiene kits and multi-purpose cash assistance to 3435 affected families in the two most affected districts (Satkhira and Khulna).
211652,Uganda Cash Consortium  UCC - Address the immediate basic needs and increase the resilience and protection environment through a people-centred approach and comprehensive basic needs approach for refugees in Uganda Refugee Settlements (part of ECHO/-AF/BUD/2020/91000)
211744,Assisting the most vulnerable acute food insecure people in Ghor province with cash for food assistance
211749,"Shelter repair and upgrade of most vulnerable returned IDPs through cash distribution in Uruzgan and Jawzjan Provinces, Afghanistan"
211750,"Shelter repair and upgrade of most vulnerable returned IDPs through cash distribution in Uruzgan and Jawzjan Provinces, Afghanistan"
211751,"Shelter repair and upgrade of most vulnerable returned IDPs through cash distribution in Uruzgan and Jawzjan Provinces, Afghanistan"
211853,Cash based transfers to vulnerable people
212021,"Cash, Service, Covid-19"
212408,"WFP Multi-B Allocation 2020 - Cash Contributions: Food security, Emergency food assistance
 (part of 7F-06817.62)"
212409,"Regional Dry Corridor: WFP Multi-B Allocation 2020 - Cash Contributions: Food security, Emergency food assistance (part of 7F-06817.62)"
212520,"Worldwide: """"""""ICRC Secondment of a Cash Transfers
Programme Officer"""""""":Protection, Multi-year, 2020-2021,2020 portion, total amount CHF140,000 (Z7H514500007)"
212578,Cash Based Transfer support to Social Welfare Beneficiaries affected by Tropical Cyclone (TC) Harold
212905,REVISED PROJECT- Food and Cash-based Assistance for Vulnerable Populations in Somalia
212947,"Non-food support to newly arrived Congolese refugees - multipurpose cash, WASH, shelter"
213014,"Haiti/COVID19 -Health,Water, Sanitation and Hygiene,Multipurpose Cash Assistance (USAID/OFDA)"
213188,"Securing the basic needs of vulnerable groups through cash assistance, primary care and psychosocial activiti"
213250,Life-saving humanitarian assistance for refugees and vulnerable Jordanians in Jordan through community health and cash for health assistance
213507,The Kenya Cash Consortium response to the flooding crisis in Arid and Semi-Arid Land (ASAL) Counties of Kenya
213563,"Syria/COVID19- Water, Sanitation and Hygiene,Multipurpose Cash Assistance
 (USAID/OFDA)"
213603,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213604,o	Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213606,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213607,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213613,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213616,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213617,"Philippines/COVID19 -Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Shelter and Settlements  (USAID/OFDA)"
213618,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213619,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213640,"Cross-border emergency food, shelter, health and protection through cash assistance for Venezuelan refugees and migrants"
213641,Global project (including Cash assistance) in countries affected by the Corona pandemic in Asia and Latin America
213720,"The Kenya Cash Consortium response to the desert locust crisis in Arid and Semi-Arid Land (ASAL) Counties of Kenya (ECHO/-HF/BUD/2020/91027).
The Kenya Cash Consortium led by ACTED in partnership with Concern Worldwide, Oxfam and IMPACT is responding to the desert locust crisis in the Arid and Semi-Arid Land (ASAL) Counties of Kenya, including in Turkana, Isiolo, Wajir, Samburu, Marsabit and Mandera, to save lives and protect livelihoods."
214113,Emergency assistance to conflict-affected communities in North West Syria to cover the core and essential NFI items and winter needs though Multipurpose Cash Assistance (MPCA)
214217,Improvement of water supply and cash assistance to create housing for returnees in relation to the COVID-19 crisis
214268,"Capacity Building, Cash-Based Programming, Education, Emergency Food Assistance, Health, Protection, Livelihoods, Relief Commodities, Shelter and Settlements, WASH through Implementing Partners (State/PRM)"
214341,Facilitation de l’aide humanitaire par la réhabilitation d’une piste rurale à travers le transfert monétaire (argent contre travail) dans le district de Beloha
214388,Improve the food security status of assessed food insecure people by providing cash for food and response to winterization needs by providing cash for heating.
214389,Improve the food security status of assessed food insecure people by providing cash for food and response to winterization needs by providing cash for heating.
214396,Support and strengthen access to livelihoods by creating income-generating opportunities through CFW and participatory irrigation
214397,Support and strengthen access to livelihoods by creating income-generating opportunities through CFW and participatory irrigation
214431,Lifesaving emergency and winter support through Cash and GIK distribution for the newly displaced and returnees in NWS.
214515,Social Protection  (Global thematic/EMOPS)
214668,Uganda Cash Consortium  UCC - Address the immediate basic needs and increase the resilience and protection environment through a people-centred approach and comprehensive basic needs approach for refugees in Uganda Refugee Settlements (part of ECHO/-HF/BUD/2019/91012)
214865,IDP's and host communities - prevention of the spread of COVID abd reduce covid-related vulnerabilities of displaced communities. Cash-based trasnfers during lean season.
214898,Enhancing quality social protection services to at-risk refugees in Turkey through community-driven specialized interventions and strengthening local capacities (ECHO/TUR/BUD/2020/91002)
215012,"Multisectoral humanitarian assistance via cash and in kind in the sectors of food security, water, sanitation and hygiene and humanitarian protection in the form of legal assistance for people in need in the states of Táchira, Zulia and Bolívar"
215200,"Liberia/COVID19 - Water, Sanitation and Hygiene,Multipurpose Cash Assistance
 (USAID/OFDA)"
215224,"Peru/COVID19 -Health,Multipurpose Cash Assistance,Protection (USAID/OFDA)"
215227,"Sierra Leone/COVID19 -Water, Sanitation and Hygiene,Multipurpose Cash Assistance
 (USAID/OFDA)"
215231,"Syria/COVID19-Water, Sanitation and Hygiene,Multipurpose Cash Assistance (USAID/OFDA)"
215313,Social Protection
215341,"Covid-19-HH for Malian refugees, internally displaced persons and host communities in Tahoua, in the areas of CASH, WASH and food security and Covid-19 prevention activities"
215342,"Food aid and improved access to shelter, drinking water and sanitation through cash-transfer measures for internally displaced persons, returnees and host communities in the province of Herat in relation to the COVID-19 pandemic"
215377,Promoting Employment and Social Protection under the Comprehensive Refugee Response Framework in Central America and Mexico (2020 portion of multiyear)
215516,"Multipurpose Cash Assistance,Shelter and Settlements,Risk Management Policy and Practice ( USAID/OFDA)"
215518,"Health,Water, Sanitation and Hygiene,Multipurpose 
 Cash Assistance,Protection,Agriculture and Food Security ( USAID/OFDA)"
215528,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Shelter and Settlements,Risk Management Policy and Practice( USAID/OFDA).
Shan - $480,000
Rakhine - $720,000"
215585,"Régions du Centre-Nord, de l'Est, du Nord, du Sahel et de la Boucle du MouhounVivres et/ou espèces monétaires; soutien nutritionnel à 20 700 femmes enceintes et allaitantes ayant un enfant de moins de deux ansTraitement de la malnutrition aiguë modérée de FEFA"
215586,Régions de Dori et DjiboFourniture d'une ration mensuelle par personne pour les déplacés internes (ou cash si possibilité d'acheter des aliments sur place) et une ration tous les 3 mois par famille pour les populations hôtes
215796,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Shelter and Settlements
 ( USAID/OFDA)"
215820,Assistance monétaire et soutien à la résilience aux communautés touchées par les inondations dans le sud du pays
215821,Assistance monétaire et soutien à la résilience aux communautés touchées par les inondations dans le sud du pays
215830,Assistance alimentaire d'urgence. Cash assistance for food to Palestine Refugees from Syria (PRS) residing in Jordan (continuation of PQ19S12)
215965,"The overall purpose of this thematic component is to further strengthen all NRC country teams' ability to use gender-sensitive Cash and Voucher Assistance impact fully, and every time they are appropriate.  (QZA-20/0048-37)"
216135,Mitigating the Impact of COVID-19 on the food security of urban households in low-income areas through emergency cash assistance (ECHO/-SF/EDF/2020/01001)
216136,Emergency cash assistance and improved livelihoods for refugees in Malawi (part of ECHO/-SF/EDF/2020/01004)
216137,Emergency cash assistance and improved livelihoods for refugees in Malawi (part of ECHO/-SF/EDF/2020/01004)
216207,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera"
216208,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera"
216218,"Improving access to health, nutrition, WASH (Water, Sanitation, Hygiene), education, child protection and cash benefits for vulnerable children and their families in Somalia (program-based project funding)."
216224,Multi-purpose cash assistance for refugees and asylum-seekers in Egypt
216322,Covid-19-Integrated humanitarian aid - in tangible and cash - and disaster risk reduction for those affected by climate-related crises in the Awdal region
216428,"Improve social protection and resilience amongst targeted refugee and vulnerable Jordanian populations. Multi year 2020-2021-2022,  2020 portion, total amount CHF 700,000 (7F-10006.02)"
216491,Cash assistance for food to poor families in light of COVID19
